code_2022,code_2017,level_2022,level_2017,split,description_2022,description_2017
2015530003,2015550003,D,D,False,"Manufacturing of winches for mounting on wheel tractors, including towing, logging, and oilfield types (excluding parts)","Manufacturing of winches for mounting on wheel and machinery for mounting, winches (towing, logging, and oilfield types), excluding parts"
2015530006,2015550006,D,D,False,"Manufacturing of winches for mounting on crawler tractors and other prime movers (complete units), and other materials-handling machinery for mounting","Manufacturing of winches for crawler tractors and other prime movers (complete units), and other materials-handling machinery for mounting"
2015530009,2015575003,D,D,False,"Manufacturing of electric and other winches, including marine use and automobile hoists used on tow trucks","Manufacturing of electric winches, including marine use (excluding winches for tractor mounting and parts)"
2015530009,2015575006,D,D,False,"Manufacturing of electric and other winches, including marine use and automobile hoists used on tow trucks","Manufacturing of other winches, including automobile hoists used on tow trucks (excluding winches for mounting on wheel or crawler tractors)"
2015655000,2015650000,B,B,True,"Manufacturing of bulk powered material moving equipment, dock boards, pallet and skid movers, and hand carts and vehicles","Manufacturing of bulk powered material moving equipment, dock boards, pallet and skid movers, and hand carts and vehicles"
2015655003,2015650003,D,D,False,"Manufacturing of bulk powered material moving equipment, dock boards, and pallet and skid movers","Manufacturing of bulk powered material moving equipment, dock boards, and pallet and skid movers"
2015655006,2015650006,D,D,True,"Manufacturing of other hand carts and vehicles (excluding supermarket carts, shopping carts, portable luggage carts, and commercial food carts)",Manufacturing of other hand carts and vehicles
2015660000,2015600000,B,B,False,Manufacturing of work trucks with lifting and handling equipment,"Manufacturing of work trucks, operator riding, self-propelled, electric motor powered"
2015660000,2015625000,B,B,False,Manufacturing of work trucks with lifting and handling equipment,"Manufacturing of work trucks, fork lifts, and tractors fitted or not fitted with lifting and handling equipment, self-propelled, electric, gasoline, and other power system"
2015660000,2015675000,B,B,False,Manufacturing of work trucks with lifting and handling equipment,Manufacturing of other work trucks with lifting and handling equipment
2015660003,2015600000,D,B,False,"Manufacturing of work trucks, operator riding, self-propelled, electric motor powered","Manufacturing of work trucks, operator riding, self-propelled, electric motor powered"
2015660006,2015625000,D,B,False,"Manufacturing of work trucks, fork lifts, and tractors fitted or not fitted with lifting and handling equipment, self-propelled, electric, gasoline, and other power system","Manufacturing of work trucks, fork lifts, and tractors fitted or not fitted with lifting and handling equipment, self-propelled, electric, gasoline, and other power system"
2015660009,2015675000,D,B,False,Manufacturing of other work trucks with lifting and handling equipment,Manufacturing of other work trucks with lifting and handling equipment
2015680000,2015725000,B,B,False,Manufactuing of turbines and tubine generators (excluding turbine generator sets),Manufacturing of steam turbines and other vapor turbines
2015680000,2015750000,B,B,False,Manufactuing of turbines and tubine generators (excluding turbine generator sets),"Manufacturing of other turbines and turbine generators, including hydraulic turbines, wind turbines, and turbine generators"
2015680000,2015775000,B,B,False,Manufactuing of turbines and tubine generators (excluding turbine generator sets),"Manufacturing of gas turbines, excluding aircraft (all sizes)"
2015680003,2015725000,D,B,False,Manufacturing of steam turbines and other vapor turbines,Manufacturing of steam turbines and other vapor turbines
2015680006,2015775000,D,B,False,"Manufacturing of gas turbines, all sizes (excluding aircraft)","Manufacturing of gas turbines, excluding aircraft (all sizes)"
2015680009,2015750000,D,B,False,"Manufacturing of other turbines and turbine generators, including hydraulic turbines, wind turbines, and turbine generators","Manufacturing of other turbines and turbine generators, including hydraulic turbines, wind turbines, and turbine generators"
2015700000,2015700000,B,B,False,"Manufacturing of turbine generator sets, excluding prime mover generator sets","Manufacturing of turbine generator sets, excluding prime mover generator sets"
2015800000,2015800000,B,B,False,"Manufacturing of prime mover generator sets (excluding steam, hydraulic, and other turbine generator sets and motor generator sets)","Manufacturing of prime mover generator sets, excluding steam and hydraulic turbine"
2015805000,2015825000,B,B,False,Manufacturing of motor generator sets and other rotating equipment,Manufacturing of fractional motor generator sets and other rotating equipment (including hermetics)
2015805000,2015850000,B,B,False,Manufacturing of motor generator sets and other rotating equipment,Manufacturing of integral motor generator sets and other rotating equipment (including hermetics)
2015805003,2015825000,D,B,False,"Manufacturing of fractional motor generator sets and other rotating equipment, including hermetics",Manufacturing of fractional motor generator sets and other rotating equipment (including hermetics)
2015805006,2015850000,D,B,False,"Manufacturing of integral motor generator sets and other rotating equipment, including hermetics",Manufacturing of integral motor generator sets and other rotating equipment (including hermetics)
2015855000,2015875000,B,B,False,"Manufacturing of power, distribution, and special-purpose transformers (excluding commercial, institutional, and industrial general-purpose transformers and parts)","Manufacturing of power and distribution transformers, excluding parts"
2015855000,2015900000,B,B,False,"Manufacturing of power, distribution, and special-purpose transformers (excluding commercial, institutional, and industrial general-purpose transformers and parts)","Manufacturing of transmission and distribution voltage regulators, boosters, and other special-purpose transformers"
2015855003,2015875000,D,B,False,"Manufacturing of power and distribution transformers (excluding commercial, institutional, and industrial general-purpose transformers and parts)","Manufacturing of power and distribution transformers, excluding parts"
2015855006,2015900000,D,B,False,"Manufacturing of transmission and distribution voltage regulators, boosters, and other special-purpose transformers","Manufacturing of transmission and distribution voltage regulators, boosters, and other special-purpose transformers"
2015930000,2015925000,B,B,True,"Manufacturing of power circuit breakers, above 1,000 volts","Manufacturing of power circuit breakers, all voltages"
2015950000,2015950000,B,B,False,"Manufacturing of switchgear, excluding ducts and relays","Manufacturing of switchgear, excluding ducts and relays"
2015950003,2015950003,D,D,True,"Manufacturing of new automatic and manual control panels (generators, transformers, feed-controls, etc.)","Manufacturing of automatic and manual control panels (generators, transformers, feed-controls, etc.)"
2015950006,2015950006,D,D,True,"Manufacturing of new metal-clad switchgear (using power circuit breakers, oil and oilless), all voltages above 1,000 volts, up to and including 38kv (excluding load interrupter switchgear)","Manufacturing of metal-clad switchgear (using power circuit breakers, oil and oilless), all voltages above 1,000 volts, up to and including 38kv, excluding load interrupter switchgear"
2015950009,2015950009,D,D,True,"Manufacturing of new metal-enclosed load interrupter switchgear assemblies, all voltages","Manufacturing of metal-enclosed load interrupter switchgear assemblies, all voltages"
2015950012,2015950012,D,D,True,"Manufacturing of new metal-enclosed low voltage power circuit breaker switchgear assemblies 1,000 volts and below (excluding load interrupter switchgear)","Manufacturing of metal-enclosed low voltage power circuit breaker switchgear assemblies 1,000 volts and below, excluding load interrupter switchgear"
2015950015,2015950015,D,D,True,"Manufacturing of new metal-enclosed bus bars, above 1,000 volts, including isolated, segregated, nonsegregated and cable bus bars","Manufacturing of metal-enclosed bus bars, above 1,000 volts, including isolated, segregated, nonsegregated and cable bus bars"
2015950018,2015950018,D,D,True,"Manufacturing of new power switching equipment, indoor and outdoor (excluding structures)","Manufacturing of power switching equipment, indoor and outdoor, excluding structures"
2015950021,2015950021,D,D,True,"Manufacturing of new power and ground connectors, overhead transmission and distribution, all types","Manufacturing of power and ground connectors, overhead transmission and distribution, all types"
2015950024,2015950024,D,D,True,"Manufacturing of new power fuses, fuse links, and distribution cutouts","Manufacturing of power fuses, fuse links, and distribution cutouts"
2015950027,2015950027,D,D,True,"Manufacturing of other new switchgear devices, including regulators and miscellaneous switchboard devices","Manufacturing of other switchgear devices, including regulators and miscellaneous switchboard devices"
2015950031,2015950003,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of automatic and manual control panels (generators, transformers, feed-controls, etc.)"
2015950031,2015950006,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of metal-clad switchgear (using power circuit breakers, oil and oilless), all voltages above 1,000 volts, up to and including 38kv, excluding load interrupter switchgear"
2015950031,2015950009,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of metal-enclosed load interrupter switchgear assemblies, all voltages"
2015950031,2015950012,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of metal-enclosed low voltage power circuit breaker switchgear assemblies 1,000 volts and below, excluding load interrupter switchgear"
2015950031,2015950015,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of metal-enclosed bus bars, above 1,000 volts, including isolated, segregated, nonsegregated and cable bus bars"
2015950031,2015950018,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of power switching equipment, indoor and outdoor, excluding structures"
2015950031,2015950021,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of power and ground connectors, overhead transmission and distribution, all types"
2015950031,2015950024,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of power fuses, fuse links, and distribution cutouts"
2015950031,2015950027,D,D,True,Manufacturing of rebuilt and remanufactured switchgear (excluding ducts and relays),"Manufacturing of other switchgear devices, including regulators and miscellaneous switchboard devices"
2015975000,2015975000,B,B,False,Manufacturing of capacitors for industrial use (excluding for electronic circuitry),Manufacturing of capacitors for industrial use (excluding for electronic circuitry)
2016000000,2016000000,B,B,False,Manufacturing of semiconductor power conversion apparatus and rectifying apparatus (excluding for electronic circuitry),Manufacturing of semiconductor power conversion apparatus and rectifying apparatus (excluding for electronic circuitry)
2016000003,2016000003,D,D,True,Manufacturing of new semiconductor high-voltage power supplies in excess of 2 kv,Manufacturing of semiconductor high-voltage power supplies in excess of 2 kv
2016000006,2016000006,D,D,True,Manufacturing of all other new AC to DC semiconductor power conversion and rectifying apparatus (excluding for electronic circuitry),Manufacturing of all other AC to DC semiconductor power conversion and rectifying apparatus (excluding for electronic circuitry)
2016000009,2016000003,D,D,True,Manufacturing of rebuilt and remanufactured semiconductor power conversion apparatus and rectifying apparatus (excluding for electronic circuitry),Manufacturing of semiconductor high-voltage power supplies in excess of 2 kv
2016000009,2016000006,D,D,True,Manufacturing of rebuilt and remanufactured semiconductor power conversion apparatus and rectifying apparatus (excluding for electronic circuitry),Manufacturing of all other AC to DC semiconductor power conversion and rectifying apparatus (excluding for electronic circuitry)
2016025000,2016025000,B,B,False,"Manufacturing of other electrical equipment for industrial use, including industrial-use voltage limiters, motor overload protectors, and surge suppressors (excluding for electronic circuitry)","Manufacturing of other electrical equipment for industrial use, including industrial-use surge suppressors (excluding for electronic circuitry)"
2016025003,2016025000,D,B,True,"Manufacturing of other new electrical equipment for industrial use, including industrial-use voltage limiters, motor overload protectors, and surge suppressors (excluding for electronic circuitry)","Manufacturing of other electrical equipment for industrial use, including industrial-use surge suppressors (excluding for electronic circuitry)"
2016025006,2016025000,D,B,True,"Manufacturing of other rebuilt and remanufactured electrical equipment for industrial use, including industrial-use voltage limiters, motor overload protectors, and surge suppressors (excluding for electronic circuitry)","Manufacturing of other electrical equipment for industrial use, including industrial-use surge suppressors (excluding for electronic circuitry)"
2016030000,2016050000,B,B,False,Manufacturing of industrial patterns (excluding shoe patterns),Manufacturing of foundry patterns
2016030000,2016075000,B,B,False,Manufacturing of industrial patterns (excluding shoe patterns),Manufacturing of all other industrial patterns (excluding shoe patterns)
2016030003,2016050000,D,B,False,Manufacturing of foundry patterns,Manufacturing of foundry patterns
2016030006,2016075000,D,B,False,Manufacturing of all other industrial patterns (excluding shoe patterns),Manufacturing of all other industrial patterns (excluding shoe patterns)
2016100000,2016100000,B,B,False,"Manufacturing of industrial molds made of metal, for low-pressure and high-pressure die-casting of metal or metal carbides (excluding ingot molds)","Manufacturing of industrial molds made of metal, for low-pressure and high-pressure die-casting of metal or metal carbides (excluding ingot molds)"
2016125000,2016125000,B,B,False,"Manufacturing of industrial molds made of metal and other materials, excluding industrial injection or compression molds made of metal for plastics","Manufacturing of industrial molds made of metal and other materials, excluding industrial injection or compression molds made of metal for plastics"
2016125003,2016125003,D,D,False,Manufacturing of industrial permanent molds made of metal for gravity casting (excluding ingot molds),Manufacturing of industrial permanent molds made of metal for gravity casting (excluding ingot molds)
2016125006,2016125006,D,D,False,Manufacturing of other industrial molds made of metal for metal or metal carbides (excluding ingot molds),Manufacturing of other industrial molds made of metal for metal or metal carbides (excluding ingot molds)
2016125009,2016125009,D,D,False,Manufacturing of industrial molds made of metal for wax,Manufacturing of industrial molds made of metal for wax
2016125012,2016125012,D,D,False,Manufacturing of industrial molds made of metal for mineral materials,Manufacturing of industrial molds made of metal for mineral materials
2016125015,2016125015,D,D,False,Manufacturing of industrial molds made of metal for glass,Manufacturing of industrial molds made of metal for glass
2016125018,2016125018,D,D,False,Manufacturing of industrial injection and compression-type molds made of metal for rubber,Manufacturing of industrial injection and compression-type molds made of metal for rubber
2016125021,2016125021,D,D,False,Manufacturing of other industrial molds made of metal for rubber,Manufacturing of other industrial molds made of metal for rubber
2016125024,2016125024,D,D,False,Manufacturing of industrial molds made of metal for other materials,Manufacturing of industrial molds made of metal for other materials
2016125027,2016125027,D,D,False,Manufacturing of industrial mold bases made of metal,Manufacturing of industrial mold bases made of metal
2016125033,2016125033,D,D,False,"Manufacturing of industrial molds made of materials other than metal, for metal, metal carbides, glass, mineral materials, rubber, and plastics","Manufacturing of industrial molds made of materials other than metal, for metal, metal carbides, glass, mineral materials, rubber, and plastics"
2016125036,2016125036,D,D,False,Manufacturing of all other miscellaneous industrial molds made of materials other than metal,Manufacturing of all other miscellaneous industrial molds made of materials other than metal
2016125039,2016125039,D,D,False,Manufacturing of industrial mold boxes and flasks for use with patterns and sand molds in foundries,Manufacturing of industrial mold boxes and flasks for use with patterns and sand molds in foundries
2016150000,2016150000,B,B,False,"Manufacturing of industrial injection-type, compression-type, and other industrial molds (including matched metal, transfer, plunger, and rotational molds) made of metal for plastics","Manufacturing of industrial injection-type, compression-type, and other industrial molds (including matched metal, transfer, plunger, and rotational molds) made of metal for plastics"
2016175000,2016175000,B,B,False,Manufacturing of jigs and fixtures (including parts),Manufacturing of jigs and fixtures (including parts)
2016200000,2016200000,B,B,False,Manufacturing of metalworking die and die sets,Manufacturing of metalworking die and die sets
2016225000,2016225000,B,B,False,"Manufacturing of punches, die parts, and other special tooling","Manufacturing of punches, die parts, and other special tooling"
2016250000,2016250000,B,B,False,"Manufacturing of seamless and welded, ferrous and nonferrous gas cylinders","Manufacturing of seamless and welded, ferrous and nonferrous gas cylinders"
2016275000,2016275000,B,B,False,"Manufacturing of pressure tanks, including liquefied petroleum gas and air receivers, ferrous and nonferrous metal (standard line pressure)","Manufacturing of pressure tanks, including liquefied petroleum gas and air receivers, ferrous and nonferrous metal (standard line pressure)"
2016275003,2016275003,D,D,False,"Manufacturing of liquefied petroleum gas tanks (all types), ferrous and nonferrous metal, complete at factory (standard line pressure)","Manufacturing of liquefied petroleum gas tanks (all types), ferrous and nonferrous metal, complete at factory (standard line pressure)"
2016275006,2016275006,D,D,False,"Manufacturing of air receivers (tanks), ferrous and nonferrous metal, complete at factory (standard line pressure)","Manufacturing of air receivers (tanks), ferrous and nonferrous metal, complete at factory (standard line pressure)"
2016275009,2016275009,D,D,False,"Manufacturing of other pressure tanks (including anhydrous ammonia tanks), ferrous and nonferrous metal, complete at factory (standard line pressure)","Manufacturing of other pressure tanks (including anhydrous ammonia tanks), ferrous and nonferrous metal, complete at factory (standard line pressure)"
2016300000,2016300000,B,B,False,"Manufacturing of metal storage tanks, ferrous and nonferrous metal, complete at factory (standard line nonpressure)",Manufacturing of ferrous and nonferrous metal storage tanks (standard line nonpressure)
2016305000,2016325000,B,B,False,"Manufacturing of all metal tanks and vessels, custom fabricated at the factory","Manufacturing of ferrous metal pressure tanks and vessels (more than 24 inch outside diameter and not less than 5 cu ft capacity), custom fabricated at the factory"
2016305000,2016350000,B,B,False,"Manufacturing of all metal tanks and vessels, custom fabricated at the factory","Manufacturing of all other metal tanks and vessels, custom fabricated at the factory"
2016305003,2016325003,D,D,False,"Manufacturing of ferrous metal pressure tanks and vessels (more than 24 inch outside diameter and not less than 5 cu ft capacity), custom fabricated at the factory","Manufacturing of ferrous metal pressure tanks and vessels (more than 24 inch outside diameter and not less than 5 cu ft capacity), custom fabricated at the factory, for refineries, chemical plants, and paper mills"
2016305003,2016325006,D,D,False,"Manufacturing of ferrous metal pressure tanks and vessels (more than 24 inch outside diameter and not less than 5 cu ft capacity), custom fabricated at the factory","Manufacturing of ferrous metal pressure tanks and vessels (more than 24 inch outside diameter and not less than 5 cu ft capacity), custom fabricated at the factory, for other processing industries"
2016305006,2016350003,D,D,False,"Manufacturing of nonferrous metal process pressure vessels, tanks, and kettles for refineries, chemical plants, paper mills (more than 24 in. outside diameter and not less than 5 cu ft cap.), custom fabricated at the factory","Manufacturing of nonferrous metal process pressure vessels, tanks, and kettles for refineries, chemical plants, paper mills (more than 24 in. outside diameter and not less than 5 cu ft cap.), custom fabricated at the factory"
2016305009,2016350006,D,D,False,"Manufacturing of liquefied petroleum gas tanks, ferrous and nonferrous, custom fabricated at the factory","Manufacturing of liquefied petroleum gas tanks, ferrous and nonferrous, custom fabricated at the factory"
2016305012,2016350009,D,D,False,"Manufacturing of all other ferrous metal tanks and vessels, custom fabricated at the factory","Manufacturing of all other ferrous metal tanks and vessels, custom fabricated at the factory"
2016305015,2016350012,D,D,False,"Manufacturing of all other nonferrous metal tanks and vessels, custom fabricated at the factory","Manufacturing of all other nonferrous metal tanks and vessels, custom fabricated at the factory"
2016377000,2040050000,B,B,False,"Manufacturing of metal tanks and vessels, custom fabricated and field erected","Manufacturing of metal tanks and vessels, custom fabricated and field erected"
2016380000,2016375000,B,B,True,"Manufacturing of fabricated heat exchangers and steam condensers, closed types, including bar and fin tube (excluding nuclear, chemical manufacturing, and petroleum refining applications)",Manufacturing of fabricated heat exchangers and steam condensers closed types (excluding nuclear applications) including bar and fin tube
2016400000,2016400000,B,B,False,"Manufacturing of power boilers, including water tube steel, fire tube steam, vertical, stationary, marine, and other power boilers (excluding nuclear applications)","Manufacturing of water tube steel, fire tube steam and vertical, and other power boilers (stationary and marine) (excluding nuclear applications)"
2016410000,2014275006,B,D,False,Manufacturing of chemical manufacturing and petroleum refining heat exchange units,Manufacturing of chemical manufacturing heat exchange units
2016410000,2014425000,B,B,True,Manufacturing of chemical manufacturing and petroleum refining heat exchange units,Manufacturing of other special industry machinery and equipment
2016410000,2014425003,B,D,True,Manufacturing of chemical manufacturing and petroleum refining heat exchange units,"Manufacturing of petroleum refining, distilling, and fractionating machinery and equipment and heat exchange units, and other petroleum refining machinery, excluding parts"
2016425000,2016425000,B,B,False,"Manufacturing of nuclear reactor steam supply systems, heat exchangers and condensers, pressurizers, components, and auxiliary equipment","Manufacturing of nuclear reactor steam supply systems, heat exchangers and condensers, pressurizers, components, and auxiliary equipment"
2016450000,2016450000,B,B,False,Manufacturing of domestic sump pumps (1 hp or less) (including the value of the driver if shipped as a complete unit),Manufacturing of domestic sump pumps (1 hp or less) (including the value of the driver if shipped as a complete unit)
2016475000,2016475000,B,B,False,"Manufacturing of industrial pumps, excluding hydraulic fluid power pumps, automotive circulating pumps, and measuring and dispensing pumps","Manufacturing of industrial pumps, excluding hydraulic fluid power pumps, automotive circulating pumps, and measuring and dispensing pumps"
2016475003,2016475003,D,D,False,Manufacturing of centrifugal pumps,Manufacturing of centrifugal pumps
2016475006,2016475006,D,D,False,Manufacturing of vertical turbine pumps,Manufacturing of vertical turbine pumps
2016475009,2016475009,D,D,False,Manufacturing of reciprocating pumps,Manufacturing of reciprocating pumps
2016475012,2016475012,D,D,False,Manufacturing of diaphragm pumps,Manufacturing of diaphragm pumps
2016475015,2016475015,D,D,False,Manufacturing of rotary pumps,Manufacturing of rotary pumps
2016475018,2016475018,D,D,False,"Manufacturing of other industrial pumps, including value of drivers (excluding hydraulic fluid power pumps, automotive circulating pumps, and measuring and dispensing pumps)","Manufacturing of other industrial pumps, including value of drivers (excluding hydraulic fluid power pumps, automotive circulating pumps, and measuring and dispensing pumps)"
2016500000,2016500000,B,B,False,"Manufacturing of other pumps (excluding packaged pumps, hand pumps, automotive circulating pumps, locomotive pumps, hydraulic fluid power pumps, vacuum pumps, measuring and dispensing pumps, and industrial spraying equipment)","Manufacturing of other pumps, excluding packaged pumps, hand pumps, automotive circulating pumps, locomotive pumps, hydraulic fluid power pumps, measuring and dispensing pumps, and industrial spraying equipment"
2016525000,2016525000,B,B,False,Manufacturing of locomotive fuel lubricating or cooling medium pumps,Manufacturing of locomotive fuel lubricating or cooling medium pumps
2016550000,2016550000,B,B,False,"Manufacturing of air and gas compressors (excluding compressors for ice making, refrigeration, and air-conditioning equipment), including air motors and packaged compressors","Manufacturing of air and gas compressors (excluding compressors for ice making, refrigeration, and air-conditioning equipment), including air motors and packaged compressors"
2016550003,2016550003,D,D,False,"Manufacturing of air compressors, including value of drivers","Manufacturing of air compressors, including value of drivers"
2016550006,2016550006,D,D,False,"Manufacturing of gas compressors, including value of drivers","Manufacturing of gas compressors, including value of drivers"
2016550009,2016550009,D,D,False,Manufacturing of mounted air compressors for trucks,Manufacturing of mounted air compressors for trucks
2016550012,2016550012,D,D,False,"Manufacturing of other air and gas compressors, including value of drivers (excluding compressors for ice making, refrigeration, and air-conditioning equipment)","Manufacturing of other air and gas compressors, including value of drivers (excluding compressors for ice making, refrigeration, and air-conditioning equipment)"
2016575000,2016575000,B,B,False,Manufacturing of vacuum pumps (compressors) (including value of the driver if shipped as a complete unit),"Manufacturing of vacuum pumps (compressors) (including value of the driver if shipped as a complete unit), excluding laboratory"
2016600000,2016600000,B,B,False,"Manufacturing of industrial spraying equipment (excluding parts, attachments, and hand-held pneumatic spray guns)","Manufacturing of industrial spraying equipment, excluding parts and attachments"
2016625000,2016625000,B,B,False,"Manufacturing of domestic water systems (pumps for farm and home use), excluding irrigation pumps and domestic sump pumps","Manufacturing of domestic water systems (pumps for farm and home use), excluding irrigation pumps"
2016635000,2016650000,B,B,True,"Manufacturing of industrial robots and industrial robot cells (excluding lifting, handling, loading, and unloading robots)",Manufacturing of industrial robots
2016655000,2016650000,B,B,True,"Manufacturing of industrial robots for lifting, handling, loading, or unloading",Manufacturing of industrial robots
2016675000,2016675000,B,B,False,Manufacturing of gas separating equipment,Manufacturing of gas separating equipment
2016700000,2016700000,B,B,False,"Manufacturing of centrifugals (including laboratory centrifuges) and separators (excluding cream, grain, and berry)","Manufacturing of centrifugals (including laboratory centrifuges) and separators (excluding cream, grain, and berry)"
2016725000,2016725000,B,B,False,"Manufacturing of all other separatory products, for general industry use","Manufacturing of all other separatory products, for general industry use"
2016725003,2016725003,D,D,False,Manufacturing of steam and vapor separators,Manufacturing of steam and vapor separators
2016725006,2016725006,D,D,False,Manufacturing of sifting and screening machines,Manufacturing of sifting and screening machines
2016725009,2016725009,D,D,False,"Manufacturing of all other miscellaneous separatory products for general industrial use, including products used for separating solids, liquids, and gases (complete units)","Manufacturing of all other miscellaneous separatory products for general industrial use, including products used for separating solids, liquids, and gases (complete units)"
2016750000,2016750000,B,B,False,Manufacturing of gas generating equipment,Manufacturing of gas generating equipment
2016775000,2016775000,B,B,False,"Manufacturing of mixers for general industrial processes, solids or liquids","Manufacturing of mixers for general industrial processes, solids or liquids"
2016800000,2016800000,B,B,False,Manufacturing of compressed air and gas dryers and centralized automatic lubricating systems for pneumatic fluid power systems,Manufacturing of compressed air and gas dryers and centralized automatic lubricating systems for pneumatic fluid power systems
2016825000,2016825000,B,B,False,Manufacturing of vehicle scales,Manufacturing of vehicle scales
2016830000,2016850000,B,B,False,Manufacturing of industrial scales,Manufacturing of industrial scales
2016830000,2016875000,B,B,False,Manufacturing of industrial scales,"Manufacturing of miscellaneous industrial scales (crane, suspension, tank, hopper, force measuring devices, laboratory scales and balances, and bulk conveyor)"
2016830003,2016850003,D,D,False,Manufacturing of industrial bench and portable scales,Manufacturing of industrial bench and portable scales
2016830006,2016850006,D,D,False,"Manufacturing of industrial floor scales, dormant, pitless","Manufacturing of industrial floor scales, dormant, pitless"
2016830009,2016850009,D,D,False,Manufacturing of automatic checkweigher and bulkweigher scales,Manufacturing of automatic checkweigher and bulkweigher scales
2016830012,2016850012,D,D,False,Manufacturing of industrial over-under (predetermined weight) and counting scales,Manufacturing of industrial over-under (predetermined weight) and counting scales
2016830015,2016875000,D,B,False,"Manufacturing of miscellaneous industrial scales (crane, suspension, tank, hopper, force measuring devices, laboratory and non-laboratory scales and balances, and bulk conveyor)","Manufacturing of miscellaneous industrial scales (crane, suspension, tank, hopper, force measuring devices, laboratory scales and balances, and bulk conveyor)"
2016900000,2016900000,B,B,False,"Manufacturing of retail, commercial, household, mailing, and laboratory scales and balances","Manufacturing of retail, commercial, household, mailing scales and balances"
2016930000,2016925000,B,B,True,"Manufacturing of all other machinery, for general industrial use, including lubricating systems, metal bellows, metal and paper baling presses, and metal bellows (excluding separating products, filters and strainers, hydraulic jacks, fire extinguishers, parts, attachments, and accessories)","Manufacturing of all other machinery, for general industry use"
2016930003,2016925003,D,D,False,"Manufacturing of lubricating systems, industrial, centralized and automatic, for other than pneumatic systems (complete units)","Manufacturing of lubricating systems, industrial, centralized and automatic, for other than pneumatic systems (complete units)"
2016930006,2016925006,D,D,False,Manufacturing of metal baling presses,Manufacturing of metal baling presses
2016930009,2016925012,D,D,False,"Manufacturing of metal bellows, industrial-type","Manufacturing of metal bellows, industrial-type"
2016930012,2016925015,D,D,False,"Manufacturing of all other miscellaneous machinery for general industrial use (complete units), including paper baling presses (excluding lubricating systems, metal baling presses, metal bellows, separating products, filters and strainers, hydraulic jacks, fire extinguishers, parts, attachments, and accessories)",Manufacturing of all other miscellaneous machinery for general industrial use (complete units)
2016950000,2016950000,B,B,False,Manufacturing of other industrial and commercial centrifugal fans and blowers (excluding centrifugal fans for ventilation systems and parts),"Manufacturing of other centrifugal fans and blowers, excluding parts"
2016950003,2016950003,D,D,False,"Manufacturing of industrial centrifugal fans, excluding blowers, turboblowers, and multistage blowers","Manufacturing of industrial centrifugal fans, excluding blowers, turboblowers, and multistage blowers"
2016950006,2016950006,D,D,False,"Manufacturing of positive displacement centrifugal blowers, excluding turboblowers","Manufacturing of positive displacement centrifugal blowers, excluding turboblowers"
2016950009,2016950009,D,D,False,Manufacturing of multistage centrifugal blowers,Manufacturing of multistage centrifugal blowers
2016950012,2016950012,D,D,False,"Manufacturing of other industrial and commercial centrifugal fans and blowers, and attic fans","Manufacturing of industrial and commercial fans and blowers, and attic fans"
2016975000,2016975000,B,B,False,"Manufacturing of axial fans, excluding parts","Manufacturing of axial fans, excluding parts"
2017000000,2017000000,B,B,False,"Manufacturing of industrial propeller fans, excluding parts","Manufacturing of industrial propeller fans, excluding parts"
2017015000,2017025000,B,B,False,Manufacturing of dust collection and air purification equipment (excluding parts),"Manufacturing of dust collection and other air purification equipment for industrial gas cleaning systems (for cleaning outgoing air), excluding parts"
2017015000,2017050000,B,B,False,Manufacturing of dust collection and air purification equipment (excluding parts),"Manufacturing of other dust collection and air purification equipment, excluding parts"
2017015003,2017025000,D,B,False,Manufacturing of dust collection and other air purification equipment for cleaning outgoing air of industrial gas cleaning systems (excluding parts),"Manufacturing of dust collection and other air purification equipment for industrial gas cleaning systems (for cleaning outgoing air), excluding parts"
2017015006,2017050000,D,B,False,Manufacturing of other dust collection and air purification equipment (excluding for industrial gas cleaning systems and parts),"Manufacturing of other dust collection and air purification equipment, excluding parts"
2017125000,2017125000,B,B,False,"Manufacturing of fabricated steel plate containers (trash and other), all sizes","Manufacturing of fabricated steel plate containers (trash and other), all sizes"
2017130000,2017150000,B,B,False,Manufacturing of fabricated steel plate sound control equipment and nuclear reactor building shielding,"Manufacturing of fabricated steel plate sound control equipment, all types, including jet engine test facilities and gas turbine sound systems (enclosed)"
2017130000,2017175000,B,B,False,Manufacturing of fabricated steel plate sound control equipment and nuclear reactor building shielding,Manufacturing of fabricated steel plate shielding for use in nuclear reactor buildings
2017130003,2017150000,D,B,False,"Manufacturing of fabricated steel plate sound control equipment, all types, including jet engine test facilities and gas turbine sound systems (enclosed)","Manufacturing of fabricated steel plate sound control equipment, all types, including jet engine test facilities and gas turbine sound systems (enclosed)"
